====================================================================================================================================================================================
DEGRADED DATA EXPERIMENT - FULL RESULTS
Win comparison: Traffic vs GNN only  (Shortest path and Classifier are recorded but NOT included in wins/losses)
Date: 20260514_215944
Routes: 20, Scenarios: 6, Levels: 12
Runs per level: 120
====================================================================================================================================================================================

SUMMARY BY DEGRADATION LEVEL
(Wins = Traffic vs GNN comparison only; Ties = within 2-second threshold)

   Level |   GNN W | Traffic | Ties |  Win % |      Avg Times |        Δ |    Impr | Compute Times
  ------------------------------------------------------------------------------------------------------------------------
   minor |  35/119 |  20/119 |  64 |   29.4% | T: 881.1s G: 869.7s | Δ:  29.4s |    +1.3% | T:0.082s G:0.514s
     90% |   6/119 |  65/119 |  48 |    5.0% | T: 843.4s G: 876.9s | Δ:  34.1s |    +3.8% | T:0.093s G:0.523s
     80% |  15/119 |  61/119 |  43 |   12.6% | T: 847.7s G: 877.9s | Δ:  35.6s |    +3.4% | T:0.095s G:0.516s
     70% |  13/119 |  65/119 |  41 |   10.9% | T: 854.0s G: 888.3s | Δ:  41.1s |    +3.9% | T:0.095s G:0.530s
     60% |  20/119 |  63/119 |  36 |   16.8% | T: 861.6s G: 892.5s | Δ:  40.6s |    +3.5% | T:0.089s G:0.484s
     50% |  33/119 |  51/119 |  35 |   27.7% | T: 871.9s G: 895.8s | Δ:  43.7s |    +2.7% | T:0.088s G:0.485s
     40% |  39/119 |  50/119 |  30 |   32.8% | T: 891.9s G: 901.7s | Δ:  48.8s |    +1.1% | T:0.087s G:0.480s
     30% |  41/119 |  49/119 |  29 |   34.5% | T: 893.7s G: 900.6s | Δ:  43.3s |    +0.8% | T:0.086s G:0.483s
     20% |  45/119 |  44/119 |  30 |   37.8% | T: 922.4s G: 916.8s | Δ:  73.8s |    +0.6% | T:0.087s G:0.497s
     10% |  52/119 |  45/119 |  22 |   43.7% | T: 944.8s G: 944.7s | Δ:  72.4s |    +0.0% | T:0.092s G:0.518s
      5% |  62/119 |  35/119 |  22 |   52.1% | T: 967.8s G: 939.5s | Δ:  73.2s |    +2.9% | T:0.085s G:0.499s
      0% |  47/119 |  40/119 |  32 |   39.5% | T: 961.7s G: 955.4s | Δ:  34.6s |    +0.7% | T:0.081s G:0.494s


DETAILED RESULTS (per route)
   Level | Route                          | Scenario                            | Dist(km) |    Winner | Short(s)  Traf(s)   GNN(s)   Cls(s)
     90% | Lazdynai to Antakalnis         | Shopping spree at Ozas while Ukmerges g. has construction |    10.11 |       TIE |     1404      926      927     1220
     90% | Pilaite to Fabijoniskes        | Shopping spree at Ozas while Ukmerges g. has construction |    10.76 |   TRAFFIC |     1030     1038     1085     1209
     90% | Lazdynai to Jeruzale           | Shopping spree at Ozas while Ukmerges g. has construction |     9.79 |       TIE |     1078      838      838     1035
     90% | South to Northeast             | Shopping spree at Ozas while Ukmerges g. has construction |    11.13 |       TIE |     1716     1072     1072     1287
     90% | Ring road W to E               | Shopping spree at Ozas while Ukmerges g. has construction |    16.35 |       TIE |     1920     1105     1106     1876
     90% | Grigiskes to Verkiai           | Shopping spree at Ozas while Ukmerges g. has construction |    24.31 |   TRAFFIC |     1923     1698     1736     1855
     90% | Salininkai to Seskine          | Shopping spree at Ozas while Ukmerges g. has construction |     9.30 |       TIE |     1079      730      730      741
     90% | Old Town loop                  | Vingis park concert congestions + road closure |     1.53 |       TIE |      333      328      328      328
     90% | Gediminas Ave                  | Vingis park concert congestions + road closure |     1.08 |   TRAFFIC |      237      237      249      237
     90% | Station to centre              | Vingis park concert congestions + road closure |     1.69 |   TRAFFIC |      453      421      457      421
     90% | Uzupis internal                | Vingis park concert congestions + road closure |     2.14 |       TIE |      368      368      368      368
     90% | Zirmunai to Naujamiestis       | Vingis park concert congestions + road closure |     5.68 |   TRAFFIC |     1053      716      966     1091
     90% | Antakalnis to centre           | Vingis park concert congestions + road closure |     3.93 |   TRAFFIC |      673      596      598      756
     90% | Seskine to Old Town            | Vingis park concert congestions + road closure |     6.05 |       GNN |      759      733      731      779
     90% | Karoliniskes to Uzupis         | Vingis park concert congestions + road closure |     7.56 |   TRAFFIC |     1114      981     1068     1161
     90% | Justiniskes to centre          | Vingis park concert congestions + road closure |     6.61 |   TRAFFIC |      785      730      736      808
     90% | Fabijoniskes to river          | Vingis park concert congestions + road closure |     6.13 |   TRAFFIC |      669      690      719      992
     90% | West to East                   | Vingis park concert congestions + road closure |    13.05 |   TRAFFIC |     1523     1333     1488     1707
     90% | North to South                 | Vingis park concert congestions + road closure |    11.58 |       TIE |     1221      880      880     1107
     90% | Pilaite to Pasilaiciai         | Vingis park concert congestions + road closure |     9.88 |       TIE |      929      929      929     1108
     90% | Lazdynai to Antakalnis         | Vingis park concert congestions + road closure |    10.11 |       TIE |     1404      926      927     1220
     90% | Pilaite to Fabijoniskes        | Vingis park concert congestions + road closure |    10.76 |   TRAFFIC |     1030     1030     1085     1209
     90% | Lazdynai to Jeruzale           | Vingis park concert congestions + road closure |     9.79 |       TIE |     1078      838      838     1035
     90% | South to Northeast             | Vingis park concert congestions + road closure |    11.13 |       TIE |     1716     1072     1072     1287
     90% | Ring road W to E               | Vingis park concert congestions + road closure |    16.35 |   TRAFFIC |     1920     1099     1107     1876
     90% | Grigiskes to Verkiai           | Vingis park concert congestions + road closure |    24.31 |   TRAFFIC |     1923     1698     1736     1815
     90% | Salininkai to Seskine          | Vingis park concert congestions + road closure |     9.30 |       TIE |     1079      730      730      741
     80% | Old Town loop                  | Normal traffic                      |     1.53 |       TIE |      333      328      328      328
     80% | Gediminas Ave                  | Normal traffic                      |     1.08 |   TRAFFIC |      237      234      249      234
     80% | Station to centre              | Normal traffic                      |     1.69 |   TRAFFIC |      453      421      457      421
     80% | Uzupis internal                | Normal traffic                      |     2.14 |       TIE |      368      368      368      368
     80% | Zirmunai to Naujamiestis       | Normal traffic                      |     5.68 |   TRAFFIC |     1053      716      911     1091
     80% | Antakalnis to centre           | Normal traffic                      |     3.93 |   TRAFFIC |      673      596      695      756
     80% | Seskine to Old Town            | Normal traffic                      |     6.05 |   TRAFFIC |      759      729      742      779
     80% | Karoliniskes to Uzupis         | Normal traffic                      |     7.56 |   TRAFFIC |     1114     1007     1068     1161
     80% | Justiniskes to centre          | Normal traffic                      |     6.61 |       GNN |      785      771      736      808
     80% | Fabijoniskes to river          | Normal traffic                      |     6.13 |       TIE |      669      669      669      911
     80% | West to East                   | Normal traffic                      |    13.05 |   TRAFFIC |     1523     1333     1488     1707
     80% | North to South                 | Normal traffic                      |    11.58 |       TIE |     1221      880      880     1107
     80% | Pilaite to Pasilaiciai         | Normal traffic                      |     9.88 |       GNN |      929      937      929     1108
     80% | Lazdynai to Antakalnis         | Normal traffic                      |    10.11 |   TRAFFIC |     1404      926      932     1220
     80% | Pilaite to Fabijoniskes        | Normal traffic                      |    10.76 |   TRAFFIC |     1030     1030     1085     1209
     80% | Lazdynai to Jeruzale           | Normal traffic                      |     9.79 |       TIE |     1078      838      838     1035
     80% | South to Northeast             | Normal traffic                      |    11.13 |       TIE |     1716     1072     1072     1287
     80% | Ring road W to E               | Normal traffic                      |    16.35 |       TIE |     1920     1105     1106     1876
     80% | Grigiskes to Verkiai           | Normal traffic                      |    24.31 |   TRAFFIC |     1923     1698     1736     1815
     80% | Salininkai to Seskine          | Normal traffic                      |     9.30 |       TIE |     1079      730      730      741
     80% | Old Town loop                  | all bridges old town destroyed_optimistic |     1.53 |       TIE |      333      328      328      328
     80% | Gediminas Ave                  | all bridges old town destroyed_optimistic |     1.08 |       TIE |      237      237      237      234
     80% | Station to centre              | all bridges old town destroyed_optimistic |     1.69 |   TRAFFIC |      453      453      457      421
     80% | Uzupis internal                | all bridges old town destroyed_optimistic |     2.14 |       TIE |      368      368      368      368
     80% | Zirmunai to Naujamiestis       | all bridges old town destroyed_optimistic |     7.05 |   TRAFFIC |     1095      870     1091     1335
     80% | Antakalnis to centre           | all bridges old town destroyed_optimistic |     6.43 |   TRAFFIC |     1045     1023     1052     1350
     80% | Seskine to Old Town            | all bridges old town destroyed_optimistic |     6.73 |   TRAFFIC |      892      876      879     1010
     80% | Karoliniskes to Uzupis         | all bridges old town destroyed_optimistic |     7.84 |   TRAFFIC |     1161      973     1101     1165
     80% | Justiniskes to centre          | all bridges old town destroyed_optimistic |     7.18 |       GNN |      887      889      873      898
     80% | Fabijoniskes to river          | all bridges old town destroyed_optimistic |     6.13 |       GNN |      669      712      691      992
     80% | West to East                   | all bridges old town destroyed_optimistic |    13.05 |   TRAFFIC |     1523     1334     1488     1707
     80% | North to South                 | all bridges old town destroyed_optimistic |    11.93 |   TRAFFIC |     1375     1279     1299     1500
     80% | Pilaite to Pasilaiciai         | all bridges old town destroyed_optimistic |     9.88 |       GNN |      929      958      929     1108
     80% | Lazdynai to Antakalnis         | all bridges old town destroyed_optimistic |    10.30 |       GNN |     1116      937      927     1031
     80% | Pilaite to Fabijoniskes        | all bridges old town destroyed_optimistic |    10.76 |   TRAFFIC |     1030     1040     1085     1209
     80% | Lazdynai to Jeruzale           | all bridges old town destroyed_optimistic |     9.79 |       TIE |     1078      920      920     1035
     80% | South to Northeast             | all bridges old town destroyed_optimistic |    11.29 |   TRAFFIC |     1657     1293     1397     1287
     80% | Ring road W to E               | all bridges old town destroyed_optimistic |    16.39 |   TRAFFIC |     1109     1099     1105     1115
     80% | Grigiskes to Verkiai           | all bridges old town destroyed_optimistic |    26.28 |   TRAFFIC |     2530     2273     2310     2402
     80% | Salininkai to Seskine          | all bridges old town destroyed_optimistic |    10.27 |   TRAFFIC |     1221      987     1035     1118
     80% | Old Town loop                  | Car crashes in Lazdynai             |     1.53 |       TIE |      333      328      328      328
     80% | Gediminas Ave                  | Car crashes in Lazdynai             |     1.08 |   TRAFFIC |      237      237      249      237
     80% | Station to centre              | Car crashes in Lazdynai             |     1.69 |   TRAFFIC |      453      424      457      421
     80% | Uzupis internal                | Car crashes in Lazdynai             |     2.14 |       TIE |      368      368      368      368
     80% | Zirmunai to Naujamiestis       | Car crashes in Lazdynai             |     5.68 |       TIE |     1053      793      793     1122
     80% | Antakalnis to centre           | Car crashes in Lazdynai             |     3.93 |   TRAFFIC |      673      596      617      756
     80% | Seskine to Old Town            | Car crashes in Lazdynai             |     6.05 |       GNN |      759      759      731      779
     80% | Karoliniskes to Uzupis         | Car crashes in Lazdynai             |     7.56 |   TRAFFIC |     1114      973     1068     1161
     80% | Justiniskes to centre          | Car crashes in Lazdynai             |     6.61 |   TRAFFIC |      785      736      746      808
     80% | Fabijoniskes to river          | Car crashes in Lazdynai             |     6.13 |       TIE |      669      669      669      992
     80% | West to East                   | Car crashes in Lazdynai             |    13.05 |   TRAFFIC |     1523     1333     1488     1707
     80% | North to South                 | Car crashes in Lazdynai             |    11.58 |       TIE |     1221      880      880     1107
     80% | Pilaite to Pasilaiciai         | Car crashes in Lazdynai             |     9.88 |       TIE |      929      929      929      929
     80% | Lazdynai to Antakalnis         | Car crashes in Lazdynai             |    10.11 |       TIE |     1404      926      927     1220
     80% | Pilaite to Fabijoniskes        | Car crashes in Lazdynai             |    10.76 |   TRAFFIC |     1030     1030     1085     1209
     80% | Lazdynai to Jeruzale           | Car crashes in Lazdynai             |     9.79 |       TIE |     1078      838      838     1035
     80% | South to Northeast             | Car crashes in Lazdynai             |    11.13 |       TIE |     1716     1072     1072     1287
     80% | Ring road W to E               | Car crashes in Lazdynai             |    16.35 |   TRAFFIC |     1920     1109     1115     1876
     80% | Grigiskes to Verkiai           | Car crashes in Lazdynai             |    24.31 |   TRAFFIC |     1923     1698     1736     1855
     80% | Salininkai to Seskine          | Car crashes in Lazdynai             |     9.30 |       TIE |     1079      730      730      741
     80% | Old Town loop                  | Protest at seimas Closure on Gedimino pr. |     1.53 |       TIE |      333      328      328      328
     80% | Station to centre              | Protest at seimas Closure on Gedimino pr. |     1.69 |   TRAFFIC |      453      453      457      421
     80% | Uzupis internal                | Protest at seimas Closure on Gedimino pr. |     2.14 |       TIE |      368      368      368      368
     80% | Zirmunai to Naujamiestis       | Protest at seimas Closure on Gedimino pr. |     5.68 |   TRAFFIC |     1053      716      936     1091
     80% | Antakalnis to centre           | Protest at seimas Closure on Gedimino pr. |     3.93 |   TRAFFIC |      673      596      598      756
     80% | Seskine to Old Town            | Protest at seimas Closure on Gedimino pr. |     6.65 |       GNN |      952      912      903      939
